3.044482074410308492e-01,7.968664730919909900e+00
-1.424548257921575800e+00,5.439761380283444581e+00
3.616135998517844286e-01,7.887944057816424603e+00
-9.391707803858651005e-02,7.484321665494761966e+00
3.947043049233980305e-01,7.710616176870011884e+00
-1.178453540870117333e+00,5.878980309146498939e+00
6.503945027988051741e-01,8.626658284058638770e+00
1.555257374553180583e+00,8.428318661912552301e+00
2.561970315792933217e+00,9.969215478059256341e+00
-1.676247262068899957e+00,4.925152020450822121e+00
-1.988304646408876719e+00,2.755525270113310832e+00
-1.405890558825951597e+00,5.740515511026792694e+00
2.422326411505468791e+00,9.055126756665369925e+00
8.370359379689071844e-01,8.209861992367354588e+00
-2.232062361328273958e+00,3.082385244424210136e+00
8.762302692374266400e-01,6.985723369467971011e+00
1.390991005518940504e+00,8.232045852837686084e+00
1.870446910734114176e+00,1.103338064378094785e+01
2.276231290396796503e+00,9.328248890401038551e+00
-1.597506555371499104e+00,5.789430994604968461e+00
1.313418467557226688e+00,7.252754287638349950e+00
-1.410200890035999688e+00,6.161594184453123901e+00
-7.651698595027878191e-01,5.500836806205310126e+00
2.706053615720989125e+00,9.882314046279294217e+00
-7.018312552555316941e-01,5.397607174844980982e+00
2.315218482774450415e-01,7.775132226739264851e+00
8.124822971907810221e-01,8.337002093809941172e+00
-7.926708220329397037e-01,6.495870388319130662e+00
-1.042134999934682504e+00,6.404767716306338343e+00
-2.139284623040841549e+00,3.844252741488899172e+00
-6.617533330848379691e-02,5.931542477888886111e+00
9.611503757649431101e-01,8.438237212285006450e+00
2.404623771714994973e+00,9.766865409828550781e+00
2.275876443747965272e+00,8.448415627931332494e+00
-2.430724382779394510e+00,2.787175732651674842e+00
-1.485161457439210686e+00,3.051351028509434293e+00
-1.082999281334025010e+00,5.982120541988098950e+00
1.190680659188869228e+00,7.005353765168862878e+00
2.584672336815553084e+00,1.040918951260158387e+01
1.603685206142406283e+00,7.743295354107956996e+00
2.290389985654101235e+00,1.098739521586638368e+01
3.576709100109161099e-01,7.853874462943941204e+00
8.580117235906516981e-01,6.792844572865803343e+00
8.604549939534225089e-01,6.465137484554897007e+00
-2.289943023337315253e-01,5.670602886098598638e+00
2.122952040448679245e+00,8.134600053771121608e+00
-1.600379072343627307e+00,3.544886429457989152e+00
2.614166441081937187e+00,1.029291460754357246e+01
2.099202500557221018e+00,8.641419416510165874e+00
2.303825539546008105e+00,9.117449438550936591e+00
9.260714844957393943e-01,8.519847219082649303e+00
-6.916260239001079668e-01,6.949126177832548379e+00
-2.042215893386899239e+00,3.934361175424876400e+00
1.716607495641040870e+00,7.787497364240953956e+00
2.147134802592543412e+00,8.304658147888678954e+00
5.571207075125541586e-01,8.305659525411549282e+00
2.460563666187131737e+00,9.351909447675808451e+00
2.564459911182392915e+00,9.198101380754899026e+00
-1.537666665921291198e-01,6.146504463511156757e+00
6.030267165786495909e-02,7.775829620076404325e+00
2.331534421607364571e+00,1.155163077555434725e+01
2.832110403646828090e+00,1.109535592104296775e+01
1.971215207440206285e+00,8.070733631603275171e+00
1.639944939195307150e+00,7.766173839506947729e+00
-3.302792892193742169e-01,7.385973693534594986e+00
2.898247709572489228e+00,1.042438966331656403e+01
1.139357686229956812e+00,6.761003946939982079e+00
-1.921440776128889860e+00,3.417260717158352890e+00
1.662179181913262749e+00,7.601131097497377809e+00
7.456747177215992117e-01,6.532285953953319790e+00
1.146562168328935094e-01,6.190834217316401933e+00
1.775696530564575770e+00,7.906032380194268683e+00
-1.239796081193938360e+00,6.276813064315250656e+00
2.710380283319021810e+00,9.509313472366580200e+00
-7.844591672586567199e-01,6.530184296427091084e+00
-1.346437683088956838e-01,5.995622806053926723e+00
7.520309576910291227e-01,6.332943840033465221e+00
-1.857245416607298694e+00,4.885542787674614473e+00
2.296346462313996195e+00,9.215453955708863276e+00
2.075660391177759578e+00,8.070251477005811580e+00
-2.260035921069596387e+00,3.012885093949571047e+00
2.457220038268938200e+00,1.034511357897449102e+01
-1.951583452214010972e+00,3.950128297624015961e+00
-1.127964912390613250e-01,5.705601952857721315e+00
-1.392333483331702260e+00,2.717714714830901102e+00
-1.149288169331380782e+00,5.951822139234318243e+00
1.088548895065689859e+00,6.958920738766055436e+00
-1.737734108760554674e+00,2.951470497574171681e+00
2.226162749398965079e+00,1.126167060558738164e+01
1.039056368058963731e+00,8.157786439776977261e+00
-2.159843539374782573e+00,3.757470386524899730e+00
-1.708921650900847133e+00,3.594286502008557704e+00
2.916647721747939404e+00,1.102382037705239881e+01
-9.720940168182856667e-02,7.541846505983059501e+00
1.400391118355496900e+00,8.534909435653036169e+00
2.723325409941879993e+00,1.046476080644042916e+01
-1.997827524025568957e+00,2.194774571545586639e+00
-1.677728323104286101e+00,5.207942863443156156e+00
1.078227924532694448e+00,6.819919514067674271e+00
-1.769513346008241061e+00,5.161437936646382951e+00
-1.025050907384998045e+00,6.641063614796738790e+00
5.846465294511382638e-02,7.717900087444503399e+00
-9.589061824793354560e-01,6.388952495457859371e+00
-1.255070431262231612e+00,6.017964051427144412e+00
-6.931210282042354898e-01,5.252877837557747398e+00
-9.951212506763682519e-01,6.281981919870064601e+00
2.576190340590164496e+00,1.120728777058196357e+01
1.219539084167088561e+00,7.170896112244188991e+00
1.966319783327574733e-01,5.956306033052831239e+00
-1.911864740327482437e+00,2.797734137892049056e+00
-1.765570259791457985e-01,5.959604136152158560e+00
