1.223911294778469738e+01,9.151814733669667135e+00
1.140069552266680653e+01,7.402478506454539975e+00
1.072413635792216269e+01,1.011777485107144159e+01
1.103147172428082001e+01,1.084828827565754494e+01
1.244793005042796885e+01,7.338136910525946632e+00
1.071085097481755355e+01,7.953044187049833624e+00
1.065247595618556176e+01,7.742277307449377588e+00
8.528091115764905084e+00,8.923526574709903514e+00
1.013461731104945684e+01,1.164670609989163097e+01
1.151619543079351971e+01,8.296323715315287117e+00
1.099988285949684652e+01,7.017444302336254935e+00
8.298646794711341812e+00,8.689286008317578691e+00
8.926518415515220184e+00,1.030441773275150119e+01
1.007141742954710040e+01,1.075401957110044648e+01
1.025768906080933007e+01,8.461996251212875464e+00
8.574447303486694594e+00,9.414561925955270638e+00
5.835625150458250587e+00,6.537492706327736158e+00
8.762085748922201489e+00,1.056121750612558863e+01
1.015601251962031526e+01,8.567094823758033328e+00
1.000062430359858290e+01,9.846035625068290997e+00
9.334863960069062827e+00,8.888642341797922342e+00
1.044161226836783918e+01,9.466282258986023379e+00
8.446866185555638395e+00,1.053010001023374897e+01
9.790718519255026564e+00,8.898916154094855813e+00
7.697029444112207131e+00,1.045892230229000397e+01
6.956044013044400565e+00,9.371335587421459223e+00
1.124368620840434296e+01,7.495633263393098211e+00
9.851118699137291657e+00,7.423367224403583542e+00
9.490567127824032667e+00,1.035124683000426060e+01
1.085404695442306355e+01,8.514111184112724828e+00
6.606962219917114076e+00,6.288578883712017564e+00
8.237210587009759166e+00,6.108625019102714049e+00
1.093102126848584810e+01,8.541710716628022837e+00
1.273527940826082627e+01,7.403839379910515106e+00
8.481110452143161282e+00,9.921713440572352383e+00
7.378702478704578738e+00,1.020082331270304010e+01
8.923066045926940859e+00,8.681802930405932983e+00
1.204250135961498458e+01,8.669336189056835451e+00
1.280573430599777396e+01,7.341043544497493301e+00
1.170037207113655242e+01,6.324581970376390139e+00
8.025982431579594234e+00,8.576266431665946044e+00
7.492105552625596410e+00,5.848742965385391734e+00
1.010980659688556393e+01,6.452060901492208345e+00
1.137643164960644881e+01,8.731110626215210502e+00
1.145542039996921702e+01,9.007920559019884976e+00
1.132553079481202474e+01,1.155697865759715093e+01
1.057133451733482588e+01,9.297999721054107880e+00
9.245846406810640516e+00,1.094864085060521575e+01
7.732088825706261659e+00,9.187843230873424361e+00
7.388948812455485182e+00,7.089154320309293489e+00
1.092376250989163822e+01,8.547478672248946197e+00
1.093584459056300240e+01,6.562190309390425469e+00
7.637329860328431863e+00,8.159833221008719661e+00
7.655586615939403927e+00,6.504612473558914587e+00
8.286197874574211752e+00,7.034281674533478856e+00
7.582313554682388101e+00,8.087946729194737117e+00
8.673100821049132492e+00,1.086285226407065352e+01
1.016384614617052762e+01,8.598570485768902927e+00
6.962800735183843237e+00,9.432663528146351339e+00
7.245329970810650444e+00,7.723361598097955749e+00
8.797022848112050042e+00,9.724122255353154998e+00
7.822571995008718915e+00,6.361073343152922277e+00
1.074378439049346667e+01,1.133698073756505487e+01
1.366715381667855667e+01,8.714084212099688642e+00
1.114248731759942679e+01,9.018365285419520205e+00
7.091087630015939780e+00,7.182370239322287020e+00
6.754528781755214872e+00,7.630500018145261798e+00
1.083205440487538063e+01,1.127087055938545035e+01
1.014799101057236896e+01,9.046375874194881206e+00
1.004092154337167386e+01,9.744762246575852771e+00
1.204305341502776372e+01,7.733457169454435842e+00
6.245706226597478761e+00,8.035289222889218763e+00
9.060167457737515306e+00,8.741815479347410545e+00
8.798054636646639892e+00,1.024584836319138681e+01
7.253190311462912376e+00,7.327072573874649386e+00
9.865403621092498909e+00,8.717662377871388202e+00
1.093395016289884580e+01,9.243418636959162882e+00
1.053633165163599550e+01,7.931292684314525943e+00
1.124902585704546532e+01,6.432222364458544561e+00
1.090659856503060965e+01,9.764831994840079687e+00
